"","wage","educ","exper","fulltime","hrswk","nkids","age","married","female","insurance","private","mcaid","mcare","metro","northeast","midwest","south","west","white","black","asian"
"299",25.32,12,35,1,40,0,50,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"300",18.9,12,38,1,40,0,53,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"301",17.86,12,45,1,42,0,60,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"302",9.26,12,43,1,35,0,58,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"303",18.49,12,39,1,45,1,54,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"304",14.43,12,26,1,40,0,41,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"305",24.05,18,30,1,40,0,50,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"306",6.87,16,9,0,30,0,28,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"307",19.24,18,24,1,50,0,44,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"308",24.05,18,10,1,40,0,30,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"309",20.09,16,9,1,45,3,28,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"310",26,12,53,1,60,0,68,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"311",21.15,16,14,1,40,0,33,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"312",27.4,13,36,1,52,1,52,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"313",38.45,16,33,1,40,0,52,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"314",12.86,12,34,1,70,0,49,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"315",10.3,12,14,1,40,1,29,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"316",11,16,43,1,40,0,62,1,0,1,0,1,0,0,1,0,0,0,1,0,0
"317",15.13,12,32,1,40,0,47,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"318",24.05,14,45,1,44,0,62,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"319",13,12,13,1,40,1,28,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"320",20.2,16,17,1,40,1,36,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"321",7.5,11,9,1,40,0,22,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"322",8,13,5,0,20,0,21,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"323",7.25,8,18,0,20,4,28,0,1,1,0,1,0,0,1,0,0,0,1,0,0
"324",11.5,13,64,1,40,0,80,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"325",24.05,13,35,1,40,1,51,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"326",24.05,12,55,1,40,0,70,1,1,1,0,0,1,1,0,0,1,0,0,1,0
"327",13.73,13,26,1,40,2,42,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"328",7.93,13,27,1,40,1,43,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"329",8.75,16,35,1,40,0,54,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"330",13.2,10,25,1,40,0,37,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"331",15,12,38,1,40,0,53,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"332",15.39,12,41,1,54,0,56,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"333",8,12,19,1,40,0,33,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"334",35.25,16,25,1,60,2,44,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"335",14.68,18,12,1,40,1,32,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"336",12.4,12,37,1,40,0,52,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"337",12.5,13,12,1,40,2,28,1,0,1,0,1,0,1,0,0,0,1,1,0,0
"338",10,12,36,1,40,0,51,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"339",21.67,18,26,0,52,0,46,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"340",20,12,30,0,30,3,45,1,1,1,0,1,0,1,0,0,1,0,0,0,1
"341",13.08,14,16,1,40,2,33,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"342",7,12,36,1,35,0,51,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"343",19.23,16,14,1,60,0,33,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"344",15,14,28,1,52,1,45,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"345",6.5,12,24,0,30,3,38,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"346",8.5,12,14,0,40,0,29,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"347",6.35,12,17,1,40,3,32,1,1,1,1,1,0,0,0,0,1,0,1,0,0
"348",19.24,14,7,1,50,0,25,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"349",20.63,13,34,1,38,0,50,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"350",24.05,3,36,1,40,1,44,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"351",48.55,18,42,1,40,0,62,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"352",13.16,16,4,1,38,0,23,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"353",12.75,12,28,1,36,0,43,1,1,0,0,0,0,1,0,1,0,0,1,0,0
"354",19.57,16,13,0,28,2,32,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"355",8.53,13,5,0,20,0,21,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"356",10,13,6,0,20,0,22,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"357",24.33,12,40,1,40,0,55,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"358",11,14,41,1,37,0,59,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"359",33.65,18,34,1,40,0,54,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"360",14.91,16,38,0,32,0,57,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"361",14.16,12,6,1,38,0,21,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"362",10.78,13,44,1,45,0,60,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"363",21.36,16,33,1,32,1,52,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"364",38.23,12,36,1,40,0,50,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"365",36.71,13,19,1,55,2,35,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"366",6.25,18,15,1,40,1,35,1,1,1,1,0,0,1,1,0,0,0,0,0,1
"367",27.1,16,29,1,50,0,48,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"368",10,12,21,1,40,0,36,0,0,1,1,0,0,1,0,1,0,0,0,1,0
"369",8,16,29,1,40,0,48,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"370",7.5,12,18,1,40,0,33,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"371",10.38,13,6,0,16,0,22,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"372",13.73,16,22,1,64,2,41,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"373",54.05,16,31,1,40,0,50,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"374",17.3,12,42,1,50,0,57,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"375",20.3,14,6,1,47,0,24,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"376",7.14,12,18,1,40,1,33,1,1,1,0,1,0,1,1,0,0,0,1,0,0
"377",25,16,14,1,50,1,33,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"378",31.15,14,28,1,40,0,45,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"379",9.5,12,8,0,60,1,23,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"380",8.1,12,10,1,40,1,25,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"381",8.5,12,9,1,40,2,24,1,1,0,0,0,0,1,0,0,0,1,1,0,0
"382",25.96,14,14,1,45,0,31,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"383",13.75,16,9,1,40,0,28,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"384",12.5,14,30,1,40,0,48,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"385",9,12,20,0,10,3,35,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"386",57.69,16,43,1,45,0,62,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"387",72.13,14,32,1,40,0,49,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"388",36.05,16,6,1,40,0,25,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"389",19.79,12,46,1,42,0,61,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"390",50,18,15,0,20,3,35,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"391",7.49,12,40,1,35,1,55,0,1,1,0,1,0,1,0,1,0,0,0,1,0
"392",16,12,33,1,40,1,48,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"393",40.38,21,31,1,40,2,52,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"394",33.65,16,32,1,48,2,51,1,0,1,1,1,0,1,0,0,0,1,1,0,0
"395",38.45,18,32,1,40,0,52,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"396",52.88,16,43,1,40,0,62,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"397",13,12,50,1,40,0,65,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"398",24.05,12,17,1,40,2,32,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"399",8.75,16,8,1,40,0,27,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"400",40.38,18,8,1,40,0,28,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"401",8.8,12,24,0,30,2,39,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"402",15.56,16,15,1,45,0,34,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"403",10,12,24,0,28,0,39,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"404",9.34,11,20,1,35,2,33,1,1,0,0,0,0,1,0,0,0,1,1,0,0
"405",10.5,12,21,0,16,2,36,1,1,1,1,1,0,1,0,1,0,0,1,0,0
"406",18,12,30,1,40,2,45,1,0,1,1,0,0,1,1,0,0,0,0,1,0
"407",6.93,12,54,1,40,0,69,1,0,1,1,0,1,0,0,0,0,1,1,0,0
"408",17.5,6,33,0,40,0,42,0,0,1,0,1,0,1,0,0,0,1,1,0,0
"409",24.05,16,27,1,40,0,46,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"410",12.31,12,49,1,45,0,64,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"411",32.7,12,25,1,40,2,40,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"412",9.5,12,32,1,40,0,47,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"413",17.5,16,3,0,16,0,22,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"414",25,16,5,1,40,0,24,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"415",14.43,13,41,1,40,0,57,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"416",9.33,13,6,0,40,0,22,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"417",17.48,12,39,1,44,0,54,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"418",12.5,12,7,0,20,0,22,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"419",8,12,33,1,40,1,48,1,1,1,1,0,0,0,0,0,1,0,0,1,0
"420",17.3,12,11,1,50,0,26,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"421",15.38,12,27,1,56,0,42,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"422",6.5,8,44,1,40,0,54,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"423",44.43,16,32,1,42,1,51,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"424",15.85,14,47,1,40,0,64,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"425",14.4,12,9,1,40,0,24,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"426",7.29,14,47,0,7,0,65,0,1,1,1,0,1,0,0,1,0,0,1,0,0
"427",19.7,18,22,1,40,0,42,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"428",21,14,24,1,40,3,41,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"429",11,12,28,1,34,3,43,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"430",16.57,14,29,1,55,0,47,0,1,1,1,0,0,0,0,0,1,0,1,0,0
"431",48.55,16,38,1,40,0,57,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"432",12,12,12,1,60,2,27,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"433",40.15,16,28,1,40,3,47,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"434",22.4,12,28,1,40,2,43,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"435",11.5,13,45,1,56,0,61,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"436",28.85,12,38,1,40,1,53,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"437",24.23,14,6,1,40,0,23,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"438",24.05,16,27,1,40,2,46,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"439",7.5,9,23,1,60,1,34,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"440",11.25,13,7,1,40,0,23,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"441",19.23,16,36,1,40,0,55,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"442",12.98,13,31,1,40,1,47,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"443",16.56,13,26,1,60,0,42,0,0,1,0,1,0,1,0,0,0,1,0,0,1
"444",23,12,24,1,40,0,39,1,1,0,0,0,0,1,1,0,0,0,1,0,0
"445",12,12,39,0,25,1,54,1,1,0,0,0,0,1,0,0,1,0,1,0,0
"446",53.57,18,38,1,36,0,58,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"447",8.85,11,14,0,20,2,27,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"448",47.8,16,36,1,40,0,55,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"449",20,14,7,1,40,0,24,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"450",1.97,18,51,1,35,0,71,1,1,1,0,0,1,1,0,0,1,0,1,0,0
"451",10.51,12,38,1,48,0,53,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"452",9,13,11,1,35,0,27,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"453",9.73,14,13,1,54,2,31,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"454",38.45,16,39,1,48,0,58,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"455",28,16,17,1,40,0,36,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"456",27.23,12,40,1,40,0,55,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"457",13.03,12,27,1,40,4,42,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"458",30,16,26,0,8,2,45,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"459",10.1,14,18,1,40,2,36,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"460",16.25,12,14,1,40,2,29,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"461",15.25,12,43,1,40,0,58,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"462",35,13,10,1,40,2,26,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"463",57.68,21,16,1,40,2,38,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"464",50,16,43,1,40,0,62,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"465",9.63,12,42,1,40,0,57,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"466",10,14,29,1,40,1,46,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"467",15.23,12,44,1,40,0,59,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"468",10.5,12,37,1,52,0,52,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"469",10,16,4,0,20,0,23,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"470",20.1,12,40,1,40,0,55,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"471",8,12,49,0,24,0,64,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"472",17,13,9,1,40,1,25,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"473",35.17,18,26,1,35,2,46,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"474",9,13,54,0,20,0,70,1,1,1,1,0,1,1,0,0,1,0,1,0,0
"475",12.9,16,11,1,40,0,30,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"476",12.75,9,28,1,40,1,39,1,0,1,0,1,0,1,1,0,0,0,1,0,0
"477",24.05,18,25,1,40,0,45,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"478",10.19,12,38,1,90,0,53,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"479",38.45,14,33,1,40,0,50,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"480",14.25,12,35,0,8,0,50,0,0,1,0,1,1,1,0,1,0,0,1,0,0
"481",12.03,6,21,1,40,1,30,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"482",19.23,13,27,1,40,1,43,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"483",8.75,14,33,1,40,2,51,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"484",29.1,13,39,1,43,0,55,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"485",33.65,16,31,1,40,0,50,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"486",16,12,20,1,40,0,35,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"487",13.88,3,64,0,40,0,72,0,0,1,1,0,1,0,0,0,1,0,0,1,0
"488",25,12,42,1,60,0,57,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"489",15,13,8,1,40,0,24,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"490",25.18,13,25,1,43,0,41,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"491",17.5,12,34,0,40,0,49,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"492",36.8,18,10,1,35,0,30,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"493",32.68,18,17,1,50,2,37,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"494",28.83,16,33,1,37,0,52,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"495",25.25,13,34,1,40,0,50,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"496",16,10,11,1,40,0,23,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"497",18,12,18,1,40,0,33,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"498",14.5,12,21,1,40,0,36,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"499",41.35,18,44,1,40,0,64,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"500",16.25,14,29,1,40,0,47,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"501",9,13,8,1,40,0,24,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"502",17.71,13,28,1,38,2,44,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"503",15.45,14,35,1,40,0,53,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"504",23.08,12,34,1,40,0,49,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"505",8,13,6,1,0,2,22,1,1,0,0,0,0,1,0,0,1,0,1,0,0
"506",13.75,12,43,1,40,0,58,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"507",8.76,9,40,0,45,0,51,1,0,1,0,1,0,1,0,0,0,1,1,0,0
"508",8.78,13,16,1,37,0,32,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"509",7.75,6,32,1,40,0,41,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"510",28.85,16,28,1,40,0,47,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"511",20.2,16,35,1,40,0,54,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"512",9.23,12,38,1,40,0,53,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"513",14,16,5,1,40,0,24,0,1,1,1,1,0,1,0,0,1,0,1,0,0
"514",25,12,36,1,40,0,51,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"515",21.48,12,23,1,50,1,38,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"516",12.97,13,6,1,40,0,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"517",27,12,23,1,40,2,38,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"518",37.5,12,25,1,40,0,40,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"519",21.15,14,26,1,40,1,43,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"520",2.88,13,12,1,40,0,28,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"521",9.75,11,40,1,40,0,53,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"522",16,12,15,1,40,2,30,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"523",13,12,32,1,40,0,47,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"524",48.08,21,30,1,60,0,51,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"525",7.7,12,38,1,40,0,53,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"526",22.6,18,18,1,40,1,38,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"527",5.73,6,45,0,15,1,54,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"528",14.4,12,42,1,40,0,57,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"529",33.5,12,13,1,40,1,28,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"530",18.82,11,42,0,40,0,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"531",17.5,12,11,1,40,2,26,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"532",11,16,20,0,8,2,39,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"533",9.35,16,40,1,40,0,59,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"534",16.25,6,39,1,40,2,48,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"535",9.5,13,46,1,38,0,62,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"536",76.39,14,20,1,36,2,38,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"537",36.67,18,25,1,48,0,45,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"538",9,18,44,1,40,0,64,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"539",51.52,13,14,1,56,2,30,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"540",15,21,18,1,40,3,39,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"541",38.75,18,23,1,40,0,43,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"542",15.38,16,7,1,50,0,26,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"543",43.28,21,12,1,40,0,34,1,0,1,1,0,0,1,1,0,0,0,0,0,1
"544",17.3,16,17,1,40,0,36,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"545",33.65,16,20,1,40,0,39,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"546",2.5,12,46,1,40,0,61,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"547",16.25,12,35,1,40,3,50,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"548",14.6,12,28,1,40,1,43,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"549",12.5,16,4,1,40,0,23,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"550",36.05,21,31,1,40,1,53,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"551",19.23,12,31,1,40,0,46,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"552",9.24,12,34,1,38,0,49,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"553",9.15,13,8,1,40,0,24,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"554",36.05,16,32,1,40,2,51,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"555",16.25,12,10,1,40,2,25,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"556",14.55,12,19,1,55,3,34,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"557",29.4,21,31,1,40,0,53,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"558",50.03,13,39,1,45,0,55,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"559",28,16,30,0,12,4,49,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"560",28.83,16,11,1,40,0,30,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"561",72.13,16,41,1,40,0,60,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"562",13,16,37,1,55,0,56,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"563",6.14,11,51,0,22,0,64,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"564",36.33,16,24,1,36,2,43,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"565",18.06,12,35,1,36,0,50,1,0,1,1,0,0,0,0,0,1,0,0,1,0
"566",22.64,14,33,1,45,0,50,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"567",15,14,20,1,40,2,37,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"568",42.11,16,44,1,38,0,63,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"569",13.8,13,41,1,40,0,57,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"570",55,16,30,1,40,0,49,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"571",10.4,13,18,0,30,2,34,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"572",24.03,16,35,1,40,0,54,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"573",20.63,16,30,1,40,1,49,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"574",12.5,16,49,1,40,0,68,1,1,1,1,0,1,1,0,0,1,0,1,0,0
"575",24.95,13,19,1,37,2,35,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"576",23.49,16,10,1,45,1,29,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"577",28,14,36,1,50,0,53,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"578",9.5,13,35,1,40,0,51,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"579",34.63,14,31,1,40,1,49,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"580",48.55,16,14,1,40,1,33,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"581",8.06,13,13,1,36,0,29,0,1,1,1,1,0,0,0,1,0,0,1,0,0
"582",17.36,13,36,1,36,0,52,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"583",28.44,14,42,1,45,0,59,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"584",35.75,14,27,0,32,0,45,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"585",13.95,14,20,1,40,1,37,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"586",9,12,16,1,40,0,31,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"587",21,13,41,1,40,0,57,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"588",20,12,12,1,40,1,27,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"589",8.33,13,5,0,40,0,21,1,1,1,0,1,0,0,0,1,0,0,1,0,0
"590",65.98,21,37,1,40,1,59,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"591",13,12,42,1,24,0,57,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"592",21.33,12,20,1,40,1,35,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"593",15,16,38,1,40,0,57,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"594",8.1,11,47,1,40,0,60,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"595",15,9,23,1,50,0,34,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"596",15,12,34,1,40,2,49,1,0,1,1,1,0,0,1,0,0,0,1,0,0
"597",18.75,18,11,1,40,1,31,1,0,1,1,0,0,0,0,0,0,1,1,0,0
